Sample	Taxonomy	Count
FrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.98),c:Cryptomonadales(0.98),o:Rhodomonas(0.98),f:Rhodomonas sp. CCMP743(0.98)	1
FrozenWWsample	k:Eukaryota(1.00),p:Discoba(1.00),c:Jakobida(1.00),o:uncultured dinoflagellate(1.00)	1
FrozenWWsample	k:Eukaryota(1.00),p:SAR(0.97),c:Alveolata(0.96),o:Ciliophora(0.96),f:Intramacronucleata(0.96),g:Conthreep(0.96),s:Oligohymenophorea(0.96)	1
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(1.00),c:Cryptomonadales(1.00),o:Rhodomonas(0.99),f:Rhodomonas sp. CCMP743(0.99)	20857
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(1.00),c:Obazoa(1.00),o:Opisthokonta(1.00),f:Nucletmycea(1.00),g:Fungi(1.00),s:Dikarya(1.00)	19303
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(1.00),c:Chloroplastida(1.00),o:Charophyta(1.00),f:Phragmoplastophyta(1.00),g:Streptophyta(1.00),s:Embryophyta(1.00)	18004
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.99),c:Obazoa(0.99),o:Opisthokonta(0.99),f:Nucletmycea(0.73),g:Fungi(0.73),s:Dikarya(0.73)	1490
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.98),c:Cryptomonadales(0.98),o:Rhodomonas(0.98),f:Rhodomonas sp. CCMP743(0.98)	1455
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.92),c:Chloroplastida(0.92),o:Charophyta(0.92),f:Phragmoplastophyta(0.92),g:Streptophyta(0.92),s:Embryophyta(0.92)	1073
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.73),c:Chloroplastida(0.73),o:Charophyta(0.72),f:Phragmoplastophyta(0.72),g:Streptophyta(0.72),s:Embryophyta(0.72)	981
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.77),c:Cryptomonadales(0.77),o:Rhodomonas(0.77),f:Rhodomonas sp. CCMP743(0.61)	958
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.64),c:Chloroplastida(0.64),o:Charophyta(0.64),f:Phragmoplastophyta(0.64),g:Streptophyta(0.64),s:Embryophyta(0.64)	777
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(1.00),c:Obazoa(1.00),o:Opisthokonta(1.00),f:Nucletmycea(0.99),g:Fungi(0.99),s:Dikarya(0.99)	554
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.03),c:Kathablepharidae(0.03),o:Katablepharis(0.03),f:uncultured eukaryote(0.03)	537
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.95),c:Chloroplastida(0.95),o:Charophyta(0.95),f:Phragmoplastophyta(0.95),g:Streptophyta(0.95),s:Embryophyta(0.95)	528
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.88),c:Chloroplastida(0.88),o:Charophyta(0.88),f:Phragmoplastophyta(0.88),g:Streptophyta(0.88),s:Embryophyta(0.88)	425
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.74),c:Cryptomonadales(0.74),o:Rhodomonas(0.74),f:Rhodomonas duplex(0.22)	395
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.62),c:Cryptomonadales(0.62),o:Rhodomonas(0.62),f:Rhodomonas sp. CCMP743(0.48)	341
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.99),c:Chloroplastida(0.99),o:Charophyta(0.99),f:Phragmoplastophyta(0.99),g:Streptophyta(0.99),s:Embryophyta(0.99)	310
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.96),c:Chloroplastida(0.96),o:Charophyta(0.96),f:Phragmoplastophyta(0.96),g:Streptophyta(0.96),s:Embryophyta(0.96)	237
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.78),c:Obazoa(0.78),o:Opisthokonta(0.78),f:Nucletmycea(0.66),g:Fungi(0.66),s:Dikarya(0.66)	208
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(1.00),c:Obazoa(1.00),o:Opisthokonta(1.00),f:Holozoa(1.00),g:Choanozoa(1.00),s:Metazoa(1.00)	207
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(1.00),c:Cryptomonadales(1.00),o:Rhodomonas(1.00),f:Rhodomonas marina(0.90)	190
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.85),c:Chloroplastida(0.85),o:Charophyta(0.85),f:Phragmoplastophyta(0.85),g:Streptophyta(0.85),s:Embryophyta(0.85)	101
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(1.00),c:Cryptomonadales(1.00),o:Rhodomonas(1.00),f:Rhodomonas sp. CCMP743(0.78)	96
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.97),c:Chloroplastida(0.97),o:Charophyta(0.97),f:Phragmoplastophyta(0.97),g:Streptophyta(0.97),s:Embryophyta(0.97)	90
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.68),c:Obazoa(0.63),o:Opisthokonta(0.63),f:Nucletmycea(0.63),g:Fungi(0.63),s:Dikarya(0.60)	67
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.41),c:Chloroplastida(0.40),o:Charophyta(0.40),f:Phragmoplastophyta(0.40),g:Streptophyta(0.40),s:Embryophyta(0.40)	67
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.74),c:Cryptomonadales(0.39),o:Teleaulax(0.13),f:metagenome(0.10)	66
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.99),c:Obazoa(0.99),o:Opisthokonta(0.99),f:Nucletmycea(0.96),g:Fungi(0.96),s:Dikarya(0.96)	60
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.38),c:Cryptomonadales(0.38),o:Rhodomonas(0.17),f:Rhodomonas duplex(0.17)	55
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.96),c:Obazoa(0.96),o:Opisthokonta(0.96),f:Nucletmycea(0.90),g:Fungi(0.90),s:Dikarya(0.90)	52
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.98),c:Obazoa(0.98),o:Opisthokonta(0.98),f:Nucletmycea(0.94),g:Fungi(0.94),s:Dikarya(0.94)	48
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.91),c:Cryptomonadales(0.91),o:Rhodomonas(0.91),f:Rhodomonas sp. CCMP743(0.91)	48
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.87),c:Obazoa(0.87),o:Opisthokonta(0.87),f:Nucletmycea(0.87),g:Fungi(0.87),s:Dikarya(0.87)	46
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.99),c:Obazoa(0.99),o:Opisthokonta(0.99),f:Nucletmycea(0.99),g:Fungi(0.99),s:Dikarya(0.99)	28
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.78),c:Obazoa(0.78),o:Opisthokonta(0.78),f:Nucletmycea(0.78),g:Fungi(0.78),s:Dikarya(0.78)	27
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.98),c:Cryptomonadales(0.98),o:Rhodomonas(0.97),f:Rhodomonas sp. CCMP743(0.97)	24
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.98),c:Obazoa(0.98),o:Opisthokonta(0.98),f:Holozoa(0.90),g:Choanozoa(0.90),s:Metazoa(0.90)	19
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.61),c:Obazoa(0.55),o:Opisthokonta(0.55),f:Nucletmycea(0.45),g:Fungi(0.44),s:Dikarya(0.39)	14
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.44),c:Cryptomonadales(0.44),o:Rhodomonas sp. KMMCC 574(0.35)	13
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.97),c:Cryptomonadales(0.97),o:Rhodomonas(0.97),f:Rhodomonas sp. CCMP743(0.82)	12
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.80),c:Chloroplastida(0.80),o:Charophyta(0.79),f:Phragmoplastophyta(0.79),g:Streptophyta(0.79),s:Embryophyta(0.79)	11
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.77),c:Cryptomonadales(0.77),o:Geminigera(0.04),f:uncultured freshwater eukaryote(0.08)	9
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.88),c:Obazoa(0.88),o:Opisthokonta(0.88),f:Holozoa(0.88),g:Choanozoa(0.88),s:Metazoa(0.88)	8
RhodoFrozenWWsample	k:Eukaryota(1.00),p:SAR(0.06),c:Alveolata(0.06),o:Ciliophora(0.06),f:Intramacronucleata(0.06),g:Conthreep(0.06),s:Oligohymenophorea(0.04)	8
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.21),c:Obazoa(0.21),o:Opisthokonta(0.21),f:Nucletmycea(0.18),g:Fungi(0.18),s:Dikarya(0.12)	7
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.97),c:Obazoa(0.97),o:Opisthokonta(0.97),f:Nucletmycea(0.97),g:Fungi(0.97),s:Dikarya(0.97)	7
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.83),c:Chloroplastida(0.83),o:Charophyta(0.83),f:Phragmoplastophyta(0.83),g:Streptophyta(0.83),s:Embryophyta(0.83)	7
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(1.00),c:Obazoa(1.00),o:Opisthokonta(1.00),f:Nucletmycea(0.97),g:Fungi(0.97),s:Dikarya(0.97)	5
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.85),c:Obazoa(0.84),o:Opisthokonta(0.84),f:Holozoa(0.78),g:Choanozoa(0.78),s:Metazoa(0.78)	4
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.80),c:Chloroplastida(0.80),o:Charophyta(0.80),f:Phragmoplastophyta(0.80),g:Streptophyta(0.80),s:Embryophyta(0.80)	4
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(1.00),c:Cryptomonadales(1.00),o:Rhodomonas(1.00),f:Rhodomonas sp. CCMP743(1.00)	4
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.92),c:Obazoa(0.92),o:Opisthokonta(0.92),f:Holozoa(0.92),g:Choanozoa(0.92),s:Metazoa(0.92)	3
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Discoba(0.10),c:Jakobida(0.10),o:uncultured dinoflagellate(0.10)	3
RhodoFrozenWWsample	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Ochromonadales(1.00),s:Ochromonas(1.00)	3
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.10),c:Obazoa(0.10),o:Opisthokonta(0.10),f:Holozoa(0.10),g:Choanozoa(0.10),s:Metazoa(0.10)	2
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.91),c:Chloroplastida(0.91),o:Charophyta(0.91),f:Phragmoplastophyta(0.91),g:Streptophyta(0.91),s:Embryophyta(0.91)	2
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Discoba(0.25),c:Jakobida(0.25),o:uncultured dinoflagellate(0.25)	2
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.90),c:Obazoa(0.89),o:Opisthokonta(0.89),f:Nucletmycea(0.50),g:Fungi(0.50),s:Zoopagomycota(0.40)	1
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.95),c:Obazoa(0.95),o:Opisthokonta(0.95),f:Nucletmycea(0.95),g:Fungi(0.95),s:Dikarya(0.95)	1
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Amorphea(0.96),c:Obazoa(0.96),o:Opisthokonta(0.96),f:Nucletmycea(0.96),g:Fungi(0.96),s:Dikarya(0.96)	1
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.48),c:Chloroplastida(0.48),o:Charophyta(0.48),f:Phragmoplastophyta(0.48),g:Streptophyta(0.48),s:Embryophyta(0.48)	1
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(0.62),c:Chloroplastida(0.62),o:Charophyta(0.62),f:Phragmoplastophyta(0.62),g:Streptophyta(0.62),s:Embryophyta(0.62)	1
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.95),c:Cryptomonadales(0.95),o:Geminigera(0.75),f:uncultured freshwater eukaryote(0.75)	1
RhodoFrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(0.98),c:Cryptomonadales(0.97),o:Rhodomonas sp. KMMCC 574(0.79)	1
RhodoFrozenWWsample	k:Eukaryota(1.00),p:SAR(0.81),c:Stramenopiles(0.80),o:Ochrophyta(0.77),f:Chrysophyceae(0.77),g:Ochromonadales(0.75),s:Ochromonas(0.75)	1
Rhodosample	k:Eukaryota(1.00),p:Cryptophyceae(1.00),c:Cryptomonadales(1.00),o:Rhodomonas(0.99),f:Rhodomonas sp. CCMP743(0.99)	47831
Rhodosample	k:Eukaryota(1.00),p:Archaeplastida(1.00),c:Chloroplastida(1.00),o:Charophyta(1.00),f:Phragmoplastophyta(1.00),g:Streptophyta(1.00),s:Embryophyta(1.00)	3510
Rhodosample	k:Eukaryota(1.00),p:Cryptophyceae(1.00),c:Cryptomonadales(1.00),o:Rhodomonas(1.00),f:Rhodomonas marina(0.90)	1566
Rhodosample	k:Eukaryota(1.00),p:Archaeplastida(0.96),c:Chloroplastida(0.96),o:Charophyta(0.96),f:Phragmoplastophyta(0.96),g:Streptophyta(0.96),s:Embryophyta(0.96)	457
Rhodosample	k:Eukaryota(1.00),p:Archaeplastida(0.73),c:Chloroplastida(0.73),o:Charophyta(0.72),f:Phragmoplastophyta(0.72),g:Streptophyta(0.72),s:Embryophyta(0.72)	374
Rhodosample	k:Eukaryota(1.00),p:Cryptophyceae(0.77),c:Cryptomonadales(0.77),o:Rhodomonas(0.77),f:Rhodomonas sp. CCMP743(0.61)	370
Rhodosample	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Ochromonadales(1.00),s:Ochromonas(1.00)	70
Rhodosample	k:Eukaryota(1.00),p:Cryptophyceae(0.97),c:Cryptomonadales(0.97),o:Rhodomonas(0.97),f:Rhodomonas sp. CCMP743(0.82)	69
Rhodosample	k:Eukaryota(1.00),p:Amorphea(0.81),c:Obazoa(0.79),o:Opisthokonta(0.79),f:Nucletmycea(0.78),g:Fungi(0.77),s:Dikarya(0.77)	47
Rhodosample	k:Eukaryota(1.00),p:Cryptophyceae(0.77),c:Cryptomonadales(0.77),o:Geminigera(0.04),f:uncultured freshwater eukaryote(0.08)	40
Rhodosample	k:Eukaryota(1.00),p:Amorphea(1.00),c:Obazoa(1.00),o:Opisthokonta(1.00),f:Nucletmycea(1.00),g:Fungi(1.00),s:Dikarya(1.00)	17
Rhodosample	k:Eukaryota(1.00),p:Amorphea(0.98),c:Obazoa(0.98),o:Opisthokonta(0.98),f:Nucletmycea(0.94),g:Fungi(0.94),s:Dikarya(0.94)	12
Rhodosample	k:Eukaryota(1.00),p:Cryptophyceae(0.91),c:Cryptomonadales(0.91),o:Rhodomonas(0.91),f:Rhodomonas sp. CCMP743(0.91)	12
Rhodosample	k:Eukaryota(1.00),p:Discoba(0.25),c:Jakobida(0.25),o:uncultured dinoflagellate(0.25)	8
Rhodosample	k:Eukaryota(1.00),p:Amorphea(0.90),c:Obazoa(0.90),o:Opisthokonta(0.90),f:Nucletmycea(0.89),g:Fungi(0.89),s:Dikarya(0.88)	4
Rhodosample	k:Eukaryota(1.00),p:Cryptophyceae(0.66),c:Cryptomonadales(0.66),o:Rhodomonas(0.66),f:Rhodomonas sp. CCMP743(0.66)	3
Rhodosample	k:Eukaryota(1.00),p:Amorphea(0.99),c:Obazoa(0.99),o:Opisthokonta(0.99),f:Nucletmycea(0.73),g:Fungi(0.73),s:Dikarya(0.73)	2
Rhodosample	k:Eukaryota(1.00),p:Amorphea(1.00),c:Obazoa(1.00),o:Opisthokonta(1.00),f:Holozoa(1.00),g:Choanozoa(1.00),s:Metazoa(1.00)	2
Rhodosample	k:Eukaryota(1.00),p:Archaeplastida(0.83),c:Chloroplastida(0.83),o:Charophyta(0.83),f:Phragmoplastophyta(0.83),g:Streptophyta(0.83),s:Embryophyta(0.83)	2
Rhodosample	k:Eukaryota(1.00),p:Cryptophyceae(0.98),c:Cryptomonadales(0.98),o:Rhodomonas(0.97),f:Rhodomonas sp. CCMP743(0.97)	2
Rhodosample	k:Eukaryota(1.00),p:SAR(0.81),c:Stramenopiles(0.80),o:Ochrophyta(0.77),f:Chrysophyceae(0.77),g:Ochromonadales(0.75),s:Ochromonas(0.75)	2
Rhodosample	k:Eukaryota(1.00),p:Amorphea(0.75),c:Obazoa(0.41),o:Opisthokonta(0.41),f:Nucletmycea(0.38),g:Fungi(0.38),s:Mucoromycota(0.35)	1
Rhodosample	k:Eukaryota(1.00),p:Cryptophyceae(1.00),c:Cryptomonadales(1.00),o:Cryptomonas(1.00),f:uncultured eukaryote(1.00)	1
Rhodosample	k:Eukaryota(1.00),p:Cryptophyceae(1.00),c:Cryptomonadales(1.00),o:Rhodomonas(0.98),f:Rhodomonas sp. CCMP743(0.98)	1
Rhodosample	k:Eukaryota(1.00),p:SAR(0.29),c:Alveolata(0.07),o:Ciliophora(0.06),f:Intramacronucleata(0.06),g:Spirotrichea(0.06),s:Oligotrichia(0.06)	1
UnfrozenWWsample	k:Eukaryota(1.00),p:Cryptophyceae(1.00),c:Cryptomonadales(1.00),o:Rhodomonas(0.99),f:Rhodomonas sp. CCMP743(0.99)	859
UnfrozenWWsample	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Ochromonadales(1.00),s:Ochromonas(1.00)	428
UnfrozenWWsample	k:Eukaryota(1.00),p:Archaeplastida(1.00),c:Chloroplastida(1.00),o:Charophyta(1.00),f:Phragmoplastophyta(1.00),g:Streptophyta(1.00),s:Embryophyta(1.00)	289
UnfrozenWWsample	k:Eukaryota(1.00),p:Amorphea(1.00),c:Obazoa(1.00),o:Opisthokonta(1.00),f:Nucletmycea(1.00),g:Fungi(1.00),s:Dikarya(1.00)	218
